sku,account_ref,user_ref,quantity,value
MZTFTX,,,2,663.32
EGJQAL,,,3,549.33
YMIJFK,,,1,353.99
YKUYND,FZURKKZQCNWNTK,DTDCCSMGMEYJ,3,513.92
XQZUVI,,,1,59.53
EVNKFV,QRIUBAXHXNUZIM,ZCAQKQTATVQS,3,668.82
BKHBDX,,,1,328.77
NYKLQY,,,1,387.46
XJXSZJ,HPMPEYLOHEYHHR,,3,75.91
CTXRKM,,,1,411.01
VZDCPA,CCIHGFONLHMLGM,,1,455.11
HNSZWJ,,,3,127.74
GHSWBY,UALBUAKYOGYIOP,,2,488.35
IFCYPV,,,1,102.23
LJUXYU,QAPOVZVAEPWGHD,ZREWFBKIUDNN,1,422.47
VIRGKU,VBRCWRGNGCBBNS,FXGEEGWKRMGP,3,379.51
RVSRQW,GERWVLGQMHQFQI,AKBFKOVSLHGX,1,617.41
OOAENH,,,1,190.74
ZKSWUN,,,3,515.35
MKJSYB,,,3,14.93
NSKTCD,SHQDDOVIPQLJUK,,3,297.8
EKZPSQ,HPXCGIUMPIZSDR,,2,80.81
UOIOAO,,,3,406.19
IAXNWT,,,2,570.05
GCWNEB,,,3,697.8
NZGKEN,,,2,252.91
JHVLZJ,EZLKATYPGHQGAJ,,2,201.83
JIBQVE,,,2,166.6
VNYGMA,,,3,186.32
NXEUIM,,,2,38.23
UACXQY,,,1,252.87
GWLNZJ,,,1,174.96
UZENLQ,,,1,484.88
VFUDJB,,,3,622.85
HHMPHN,,,1,43.23
VVQYPE,,,1,554.97
MUQGNV,,,2,492.06
IHIRSR,,,3,341.98
VYGBLZ,QRPNZPCMXDVXKQ,RTIGUUWMIQXD,2,91.37
MXZNCQ,KQBHOPJSHUJBRV,,1,49.27
TDHAFE,,,1,410.1
ROFHDR,,,2,433.97
JXZMTP,JJEVIBUUOVYAOB,OBHTTGTUTBQL,3,70.11
VGIVQT,,,1,282.45
IRNNAC,,,1,142.8
WHAWHJ,,,3,362.87
TYGZHZ,,,3,528.13
PLDPXJ,UEWAGCIKXRVQZB,PPKAHBNFFULC,1,352.42
ULVCVJ,EADEXETGYEYNSM,AIONPLRHUMIP,1,236.98
FRKRDK,,,3,354.03
SBRYVO,ZNKGXDSSHUZWKM,IOAZOQDGYOVT,1,195.85
YTIGRO,,,1,390.63
VXNLHZ,,,3,256.24
JBAVZJ,WVIXNILLHXPSFV,,3,244.28
SWDSCB,,,1,308.76
OKPMAR,,,1,315.95
DYXLDN,XBJZBSMBXQOCXT,HJUGZINJEJWM,2,14.36
WNWUZV,IQNKREDZOZIGGT,FWNPGVLFXVQD,1,551.25
JAQUCS,WRNAJPEGUCGFKB,,1,511.11
AGCNRA,XGHWYRYUVREHOQ,,3,355.11
PJOINX,QUWRZCFYCUINZO,,2,258.63
QOGVVY,,,2,541.47
CITCUD,URYRSTDCDYMLNJ,,3,428.21
FGQKSC,QRNAVWLPUZQITP,,2,437.92
MVVEHQ,FFFLXLJEGSYKFW,XYDIAJOOEQVB,2,247.3
ZEEIOL,,,2,344.91
PTBUIS,,,2,459.54
BYJTAP,BHTUBXQNJDJKOF,,2,244.2
TZNCDD,QMHXXSWGVILRYG,MUENKSHEWAJB,1,400.26
CRJKZW,,,3,28.79
BMLJMG,,,2,197.47
GGCVQE,SKPYFIEEXASCBX,EHRBRMGQUFWW,2,497.54
VAVHUJ,,,2,398.29
WRGTVA,,,2,338
GYHXEX,LZDRTTXHQLPRGV,RKBDRIVHTLQQ,1,60.77
MMOVJZ,WNDQYMDSPTJMMX,QKODGIKGVYUG,3,59.25
QMRUNM,PGQROZBQDXKACZ,,2,251.12
RRDNCQ,,,1,47.72
UACXQY,,,1,191.99
OZVIGQ,,,1,417.11
KCTGZA,TYWVSZXFCCRJGO,BSTFLTUYPSPD,2,138.17
XVWTKD,,,1,499.72
TJABZH,EMUWNDKQDSYBXT,WNMYKUAUVXNI,3,334.99
WIWWJE,DPZAFBFZRKTNEN,ZLCWTGMUASLD,3,302.2
BBQXFG,ZQPTWAMMBXNTWN,,3,86.48
LJWAYG,HXOTGJLUWPRWEQ,QZTOBZBPDBIY,2,62.37
GAHLYM,,,2,267.6
GWDFSM,HCDHXNALKJFOJW,,3,353.02
XYPWGQ,LTFVOLGSBFQQPO,,2,429.95
WBIJJW,,,1,115.07
JYQRBR,BQHMPSMIUKBYYN,WYFYEYRFYKZN,2,282.44
MFILOM,OZNWPOBFUYFXAR,,1,604.74
RPPRII,,,3,85.14
UZTPVC,PGQROZBQDXKACZ,,3,92.61
WXTUDN,UEWAGCIKXRVQZB,,1,104.91
EYAVUA,SXXXNOYRSVAIWY,KIQGBUXEWFLI,1,191.89
QFIATR,,,1,318.17
JDRJTS,,,2,521.1
MDUSLJ,XNLKOJQUDHEGUQ,JYUYBQMGCXLI,2,524.86
RCAVTZ,,,1,548.19
PXCZSN,,,2,143.25
YWVOME,,,1,255.65
XUGSML,PLEGUQKBMNCYDI,,1,46.73
BEFROJ,YNRXEQKQSJDUVR,QGBQYFTMXNSW,2,337.41
EGJQAL,NJFGQKWRFTZBKM,,3,575.49
NYKLQY,KQBHOPJSHUJBRV,,3,401.81
QTLLHT,,,3,170.36
LWVLPS,,,1,233.8
RPPRII,EZLKATYPGHQGAJ,,2,98.09
NZBJRY,JNSPJHXIEPVHUK,,3,192.64
JVJFRD,UANQCBMOQKPOGQ,,1,64.35
ZSMKAY,,,3,589.63
VZWUOJ,,,3,455.41
EWVNSO,MFJLMYDGAPIMNS,NVIGMDDLURTH,2,395.37
QNROVJ,CGZQNRMQEMQGWI,,2,474.73
FPTQMP,,,1,575.01
DPFKHM,RKXCYQTKAKTOTF,KHBMPTXZDIFB,2,103.41
KODYCZ,VLCCNRALVJMQQN,,3,645.91
IVXFRD,,,3,225.23
EGAPEL,YSIZYUWNWYXSBI,CZEKMXQPXMOM,1,288.92
CCENGM,,,3,234.72
OHWZLZ,LVNHCTMXZWCGSF,YMSXJKUCHNDW,1,280.45
UABQMG,EMRRUSUVDDAKLU,CAWJMQCRALIJ,1,456.8
UFCGMI,QMZHBFUTPERHUT,LXJDDBBMPHRK,3,427.61
RWKSEG,,,3,225.19
CKJLFW,,,2,628.73
QVPFMS,,,1,48.79
NIOZLC,,,3,135.37
TOJXTS,,,2,317.07
UGCFUD,,,3,15.44
WXTUDN,,,2,81.06
SVQKBX,WKHSMXGAVQIUSQ,,3,59.02
VIRGKU,,,1,371.08
RMXYRB,PZDBMRCXHNSNKG,GDQQJRJRMRYC,1,374.38
KJAQSB,ADKFPFIQAILGXJ,WJBSBPNMTRKM,1,486.55
RUZIAM,,,1,242.9
DBGNZQ,VCRUGATORCZQYM,WSLLEZOWEWBS,2,92.99
CHBXME,,,3,135.26
ESNTXV,QPMCEKOJCPLEAR,,3,92.24
YNOLZL,XNLKOJQUDHEGUQ,,2,21.77
XVPTKN,,,1,173.72
SLDSLY,,,2,216.65
SNJZHX,,,2,679.86
QUBEQZ,,,2,305.87
KLZMZI,GOWMTMBEPGGKXU,,2,279.29
XAJOJS,,,2,631.7
AUWPTV,,,1,250.85
IQEWTP,,,3,216.08
AOWCZJ,,,1,318.85
DRRVPL,EUUFBXLUNUJAMS,PNZXRHVEKQLV,1,263.64
YQAVNM,VZDOMPTFEBLUQK,BAMRBKNGXRFY,1,103.58
HOIRYQ,,,1,546.26
AWSJNJ,,,2,379.93
HJSUWX,,,3,462.56
MUQPUT,ZERAILZOGWGXUF,IPEENYNSVZOZ,1,537.16
XLNFYX,,,2,379.6
ZVCNAT,LKELKCNVRNGNLT,VXDXFQJPAIHC,2,270.68
CWFPFM,IWOJACTUWTAYDF,YLCCXEMMAZUK,1,349.98
VKIQFJ,QOVQVZCVNPYBXR,,3,344.59
DAXKRE,TQOEYGPXOUPOFI,QEKNMQUPGAQY,3,327.08
PTIGGF,,,2,222.42
RTBDCN,IAQMPNKGVMGKZD,NCLYYOIBBDTN,2,273.18
VYWZTM,,,2,596.72
GLUAYT,,,2,683.18
LNTNKD,,,3,303.69
ZKSVTT,,,3,281.65
THGUJS,,,1,462.88
XCUSML,GDJUGVWKJFEOKI,,2,227.84
NNNSYV,,,1,117.63
TAUXLC,ZYDLMBLFHGZMOS,,2,29.49
WHAWHJ,DMWKWYFVQUURGH,,3,366.86
UDFGYT,IWVVPFBDCKJZBQ,,3,192.26
ONWFIX,QAPOVZVAEPWGHD,XGFOIGYWPVUF,2,33.17
UXJIAW,RUKHEBAJALWYKK,FDCGYQQLEXLC,2,365.15
DIITII,,,1,562.11
JFDZDB,,,1,657.2
TQRFCY,KJCUFCNRPPPWLF,YBBGWXAXSNNX,2,146.94
ZZTYGY,AEMYWRQTZTIMXI,CNSLIUCVORFN,3,244.7
OFUGTQ,YBYXANBLLDKFWE,FBAWDTAKUFAC,2,188.92
MRHPNC,FSFJUSAYKTHWOQ,WPLPFGOVNQHD,2,23.8
PXZOUN,UJDHZJAVMYOTSE,,2,353.57
HKJTNE,HDYYBIEUFZSHEY,MJCRTHRXJSPC,2,337.79
GPZKGN,,,1,236.88
SCHNID,NSPZDAGXYGIATM,PUSPHOLDUGRR,3,453.25
CXOTGR,,,3,433.39
OTKKOM,,,1,465.93
UZDIAW,,,1,565.24
DEVNYU,MHARMSXMKRHDLD,,3,380.04
URGHLX,CWIMLMOPZARVSX,,2,315.04
WTLTCC,,,2,447.68
NFMLSK,MPURFMIYQCXJDG,,3,329.31
VXNZLL,ZYDLMBLFHGZMOS,XLLAITEWZKVV,2,161.63
XULDBG,,,1,37.9
KJDRVP,,,3,148.87
HIVVMD,,,1,370.3
CYNWAE,,,1,141.1
JTUOSI,UAVPNGVNZRYJXK,,3,424.96
UWGWCI,,,3,88.6
VZMIZJ,,,1,146.7
DDWPHH,VAPCCDKZTNXNAT,,3,80.69
LEGJQH,DASATLZPBVTVBW,DHRKXCUTGSMN,1,125.98
PIPMGN,CFJBWDHBUISCJX,HFRYRKSTDDIR,3,431.24
BQLAEY,,,1,440.19
ASDVOR,AIVTVOIXCRJTOY,VMBJZZSWFZID,3,451.96
YYYKEH,,,3,407.64
NMKGIR,,,3,357.6
QSUVNC,ZPJOVBWYQWTBQF,UWYHHZJKHCAV,1,12.79
WKMKTG,,,1,165.95
LJWAYG,,,1,81.62
EMVFFS,,,1,274.96
UZBPJP,,,2,467.11
WAXISA,,,1,29.47
DMFTJM,,,1,214.46
UACGIK,MHKVBAHRKJKYAX,,1,35.79
VMJJDN,,,2,433.09
AFUSGS,,,2,342.04
OXTAIV,,,3,15.26
ETKYFS,,,1,196.78
KAWEYB,,,1,497.85
LPDDML,,,3,266.63
CITCUD,,,3,405.68
JXZMTP,,,3,54.9
DIPAAN,,,3,470.48
QXMABR,JVNHZDYBSEHRND,,3,97.01
WEGHIH,NYLZQHEJNENPLS,,1,28.44
IVNBFX,,,2,449.02
DNORMD,,,1,256.66
ELPPPV,QMADWMVLEDQSPS,QPEGSAFAJTVM,2,386.2
BCJQBS,,,1,182.81
UMDUTE,FSFJUSAYKTHWOQ,,2,61.16
EEAGVO,,,3,221.2
DGMSIE,APXIKNGHXKSDIA,,1,268.11
CJHOEG,DVRHFSDRZZHVQQ,EHXEQECNCQUD,2,489.08
KUGAZV,,,1,676.68
JPPSCO,ZQHDNJTTIAYECZ,QIGQTYWTBHCJ,3,351.36
EWVWWF,,,3,553.78
FKPHTX,,,2,538.02
DMXAIN,,,1,180.78
BBGHEI,CRVYGVKTEOJBZM,,2,614.38
PRFLBQ,SGWEZEUJSPMXMB,NWVOEHEKJJET,2,529.92
KLAFNI,,,1,205.37
WMLUEY,,,1,371.07
EGHEJP,VLCCNRALVJMQQN,PXNJYSNYCUVL,2,70.56
OPIIKM,,,3,16.61
EJTMUC,,,1,575.54
UZBBHD,,,3,434.71
KTSYRX,ECGAZWUVCULTIL,HIPFJCAEQRXG,2,453.39
GSCQTL,JNSPJHXIEPVHUK,ASSJYJKZVUHI,2,196.33
WTGXOY,QLKQCVCBGVZAGC,URYROPVCFEGI,2,287.02
JRLUVP,,,1,260.49
QQOKXR,,,1,53.99
HVJRNO,ZXLTUDZARXDCWV,,3,226.29
JVEICH,,,3,209.45
NVOVBO,PZDBMRCXHNSNKG,JPHYYEUKDMHU,3,60.39
NFTXLJ,CBJFBOUMNPTGGW,,1,138.99
CHXNLG,,,3,319.7
WELLRN,,,2,384.06
PHFWYQ,,,1,185.81
UIKJBO,,,2,328.66
LFZMBM,,,3,450.83
LZKVQQ,DPWWQKXWIVPHHT,,3,325.92
HHUWCI,,,3,180.51
NFEYSV,,,2,527.11
UWAMTO,,,3,394.68
YGOKMT,,,2,414.95
AFMEHZ,ZIITWSNWPJSAZK,BHFBHHBFZAVI,2,98.36
VBBJCL,CZCBWGVPRKZQSC,,3,494.4
AMSJGF,,,2,52.43
LCLLVM,IHYTTXCEQZRVWN,,2,429.21
YVECVT,,,2,528.08
OPFJES,TPGFQPQSICIVTM,OPYTYZNXGJMD,1,628.85
YMMGTO,,,3,206.57
CRJKZW,,,2,23.55
YKUYND,,,2,442.08
DZNUGI,,,3,130.07
WEGQFE,YPGYHILEWOYBLN,XEWDNJSFBVFD,3,170.4
FSFWZB,AKVCRRNBHODSSA,,2,306.28
BXWHUC,,,2,305.68
GRWJOB,MFKXSSJNSCCIMH,,3,96.74
BUGXED,PZDBMRCXHNSNKG,KMGNQVVUVLSF,2,402.07
LLEATO,,,3,95.9
CRQCDH,QBGSLBOWLDKSFF,VVJQWWKJJURW,3,384.25
YJKSWN,,,3,90.84
TLGJWZ,KLIXKLXWFSHVOU,,1,279.15
FUTGXJ,,,1,518.84
DEHFGG,LEXNQRAKAEPYZL,YAGSGNQSBKIR,2,113.05
GDXQEB,,,3,332.21
HNHRGJ,OPENKBXEVSUCZH,SNLJCRJQSPEA,2,479.4
KOGLXC,,,1,620.22
DFSYUJ,,,3,357.17
AGCNRA,,,1,466.08
BLYDCY,,,1,127.89
LJYDHD,RRTLITGWBNLAML,ZMYKQQQQZKET,2,216.49
WQARFL,QUBZAGPLRNJHGY,,1,338.22
QYFJVO,,,3,618.8
QGVSQR,YRAXQFDONPSDVI,XMBVJPOWTMDL,3,48.35
CLBPEG,RZYGEVYVRGPONK,,3,90.63
VYZJRQ,WWAVXRBTRBVJBW,,1,12.53
HRCQJP,,,2,132.34
VVXHWZ,,,1,485.12
NENKBD,LIGDQPGUDSYVMP,,1,232.77
JJNNYQ,KQBHOPJSHUJBRV,PTLNOHSYHTOA,1,28.1
LSLCXS,ZERAILZOGWGXUF,HXTHAOIGQSAL,1,235.68
OJRFSN,,,3,55.5
BBILCV,,,2,452.27
QUBEQZ,,,3,236.35
ESQYUP,,,2,278.06
LRPMCN,,,2,290.2
MAINXM,RNUYKLHPSSMDCW,,2,279.59
PYIGVH,,,2,19.6
SAZEGM,RVAJCHXCSSLQFH,,2,162
YFLEFE,EZLKATYPGHQGAJ,PQXROSITSRPB,2,172.94
UNXHZW,,,3,85.82
ZKPXSR,,,2,107.85
CLKAUA,ZTYHZAFDNWLXJY,NHSOGCMXHJLQ,2,512.37
RGKNKP,ETEPLUYJMUFCLR,,2,32.7
KUGAZV,BUQLRSHHJGEIFF,,2,490.59
RNYVVO,OGHHUOMPOEJJSF,,3,54.95
JIHXVO,,,3,453.28
JYJUJZ,KJJDZTDDIUGDAN,,1,355.75
VHHMMN,HLXIELKZTBHYIB,ISBARSSCNBWF,3,286.69
FNROUS,MMSFVULVSPMLZL,BVRAGWKCYTNI,3,481.94
LMJQTZ,VYZPQXWGLBFHVC,,1,123.01
OSBJSX,WVYMWKVENAHSIM,,2,373.63
LWWMVV,,,3,125.96
EVLJXF,,,2,350.52
OTYWRU,IWVVPFBDCKJZBQ,,2,335.57
WGWQSF,YBYXANBLLDKFWE,NWIJCHWPIVHN,1,98.55
MFGSKX,,,1,188.79
RAQDKJ,GULAXLOZUBRFLW,,1,582.13
UMFWQP,WKAXOTFPFMIZXO,,3,298.97
UZVGRK,DDMHKAQTOMEZEL,,2,306.51
RRUBMU,,,1,242.94
ZVCGHZ,,,2,387.25
XGMUPB,PFDKRUMIBJQYIG,,3,386.93
KSCKDT,,,2,209.96
QGDYNA,,,2,122.26
IVDHIP,GZXGVEXMRXWZWF,LTFWPBFGWPOL,1,542.62
SNVIWY,,,1,187.76
LIDFVU,NQLTIZTHVZFQEX,,2,98.78
DPFKHM,,,3,129.26
EKFSQJ,,,3,255.37
VLYNQR,GDJUGVWKJFEOKI,FUSDWOWVYZUI,1,543.96
UQHDMM,,,1,149.4
LFZMBM,,,3,343.3
WKNEIU,JJNMUXWNDMZQFP,XZKDPHCBGDPH,2,415
CQQGVL,DUGWALULZCWWCQ,,3,412.67
UHSCGG,,,2,405.12
IPFSVT,IWOJACTUWTAYDF,XOLHZHKDKSAL,2,431.67
XVYQLX,,,1,381.77
FTDHAQ,,,1,535.33
SYHVDV,,,1,83.37
MGBBNU,AGXTWHISGMUGLK,,3,378.96
CGPPHD,XOIFTQGBXSHVET,,3,181.79
ZEHBVR,,,3,166.21
BTFCNT,ZERAILZOGWGXUF,WFPXIWCXFZJM,3,54.71
GMCSHL,,,2,238.25
BXSXSP,,,1,574.2
EHCNUZ,RSTPLLWFJLRBUE,ATQGIMZCXLNO,3,125.05
NAKEFB,,,1,529.04
BZACDI,PFODWJWQRDOGNG,OJJUKETEYFPY,1,77.86
DDQFSI,NTTGIDJDKJAZWJ,,3,498.85
LTFVWR,,,1,563.8
FSAPVM,KMIHLZGZDVBAXV,RURODTGCENQQ,1,497.16
HYTHVO,,,2,641.78
XCPZJN,KMIMTMWSKXZPDK,,1,34.4
CIUVJE,,,1,267.5
AQENFC,,,1,648.02
AJWMVG,TFMGIHDKYDRTPW,,2,499.74
YMKCMI,VRZXXTRLLKAYOY,DUHPERANLDDT,2,313.51
RNQBZP,CCIHGFONLHMLGM,,1,303.41
STJDFX,DSTOKLCSYLSNZI,,1,418.31
PYRCAZ,,,1,636.12
OWGCWL,OJHVDTDXCQUOSJ,,2,265.22
FCFFKZ,XMFHNQODVRRBEV,,2,429.67
HAFCDW,FOWPKHMHHBEEOP,,3,651.71
RQOPHP,ORJUECRWNLIPOJ,,3,490.3
TJREMT,OWCSBCZLICAHHB,ISAEFKYNEDXZ,1,170.34
YDAQAL,DUGWALULZCWWCQ,CDBFEDQXIRPS,2,428.74
RBHCCO,,,3,192.94
SOZTHK,,,2,32.94
WXFGGG,YOSSBYNUMVKIEY,JVOPEGORAVMQ,3,37.91
XQEHGH,KAYVGQPFVQPWBN,,2,415.68
TUMYVK,KLIXKLXWFSHVOU,,3,348.9
FCBRBW,KHZMNJODFVZLRL,,2,307.06
FEFWPU,,,2,532.81
HOGAQB,,,1,291.08
UHRBNP,,,2,328.61
MTFFTA,AMGHGMXIMHVAGD,,3,78.67
WAZNPR,DFTBOLXNVAGUKE,VFDBYUMNBHSL,1,24.93
RDDLTH,QOVQVZCVNPYBXR,,1,450.85
ARCHRO,,,3,401.12
IVYZVM,,,1,415.44
IIPMST,FDQJWYXYIQRZJX,KLJAERIQDAZP,1,356.21
QCOKWM,,,2,184.22
QGQAMS,RWBXBPZDPATPKA,UVFDYLIZWEYC,1,283.01
MTOBHP,,,3,575.93
WGMKWU,,,3,535.08
PIRBZW,,,2,386.68
NNMQWF,,,2,82.68
OAPWRH,ZYDLMBLFHGZMOS,,1,82.04
SAHSXG,RLWYTCPVMZNROR,,1,86.69
LGRVNC,,,2,196.36
NTMKZB,TPGFQPQSICIVTM,,1,305.76
TDZIMD,XHTKINXMKBHDCR,,3,215.67
ODGRSX,,,3,585.91
AWBZJN,,,3,305.85
CWJHPC,,,3,344.96
JVIRSB,,,1,175.64
RRSZZZ,ZNAEUHUHOABTGG,LJAAYGUIYVAX,3,473.35
UFXBXE,YVSIRCBKRWJCEB,,3,662.08
GWDFSM,,,3,452.04
JHZCYS,EFZJDRWSSZMXGX,,3,547.09
QLMHGV,,,3,411.16
TCBLGM,,,1,285.42
LHEHWT,COLTCVQEHAOXGM,,2,74.64
XJIESS,,,3,318.86
WKORAF,,,1,520.25
IIPMST,OJYXAUXDRBVCSY,AMDWLUGVUEDN,1,315.89
YGUJAN,KMBVHPKLFUZADK,QLEGWNYGONEX,1,503.62
UZJFTE,GERWVLGQMHQFQI,ENRJPDRPIUFK,3,448.29
WKNEIU,GLMCAEAKCPYLMY,KZFDECTPMKDR,2,437.84
GFZVWP,FZMKDJDNMGZHPJ,HFIYOCEHYETU,2,74.53
KUMYTF,LRRXUXIRTTHVNI,,3,346.81
IEZWKH,VGWHSEVFYTMUEB,,3,423.79
GUKCTP,YENPJHATJEYESZ,,2,146.69
SJKZVX,,,2,600.74
HVJQGT,HCDHXNALKJFOJW,,2,100.55
PMHPUO,CABFYGGLXWIBDE,,3,451.64
GLMWQY,RILXGOXLBRBCUK,DBGFHOWRCWQY,1,503.13
YMFMSQ,,,1,313.18
ZKQSIV,,,1,489.94
ATQITU,,,2,87.09
XBTFNG,WWAVXRBTRBVJBW,DJYZMVAGXMCK,2,226.57
GBTDEY,XLBGDVLKHJXVJB,,3,265.92
JDRJTS,,,1,418.74
CZHCXJ,,,3,378.02
QWUCSE,LMYJDOTNBUCGTB,,1,546.94
EVDKAT,,,2,491.07
LYMWQE,TRCFVEFTRVEVBH,KVVRWHMMQVEU,1,473.85
INKTHE,,,2,460.57
PMBNVS,,,3,675.84
ZAMANR,,,1,104.45
ZOBXUH,MBXTGYMELOGTBL,,2,451.22
WEHGDM,VSXBOINOYDXELX,,3,421.97
KHXHVQ,OZXECALYNCVYOW,IEYXWDVZJZXX,2,252.74
ERNYVY,EZNMMISHERPEER,FFBPJCKTFPFT,3,43.76
YDTVTA,FKOQZTRECGBZKM,HAJBMUBGJTLU,3,25.04
YLBQHN,IXZBWJHXAWEXPY,,3,95.89
EMICEN,MAKZDZVIVRBYVI,,2,300.81
NKPGES,GWBYMIOUTREPNX,CCUPXMZRWVHK,3,263.94
NMIKFI,,,2,78.81
QFVSIZ,NFIEBBHXCWPEEG,LFUEAVTXLZOF,2,190.05
KTLZBZ,FXWXKCYYENIUSL,MPRXNFUBFGIA,2,403.11
ZFHVSW,FXWXKCYYENIUSL,,3,623.49
AKQVCK,,,1,233.76
ODDMWX,,,1,117.41
TKADJU,,,2,17.97
DZAEIU,,,1,54.29
WZDHXU,HXOTGJLUWPRWEQ,QQYTSQHNCAUN,2,362.19
XCECDQ,,,2,566.27
ZWTHSU,IJVZYXOAWRYPPQ,JJUDUTGJVIBK,1,250.2
THFVVM,,,1,352.62
YOSPGZ,,,3,197.02
JHPVLN,WKHSMXGAVQIUSQ,,3,303.57
QGZHJL,,,1,443.2
LSNTPL,,,3,81.59
QHJAQF,,,1,280.16
WTJSKG,KTDLZSUKHQMLLG,,2,21.55
UVPGHC,,,1,419.75
GAOBTU,QRPNZPCMXDVXKQ,RURODTGCENQQ,1,479.92
AHHGCJ,ZXLTUDZARXDCWV,NUHOORRYPEHM,3,293.87
JZIRUM,,,2,562.27
MSZQNK,EFZJDRWSSZMXGX,,2,557.65
GAHLYM,EZDEDJGIHMENYM,FBQZRWYIKACW,2,191.14
JDUHCV,,,1,412.21
OJSCXS,ATJMTHEDQNVYFC,,1,258.91
VGDKRJ,,,3,396.08
ZLFRIA,UEWAGCIKXRVQZB,,3,391.82
NXIPJH,,,3,118.46
JRCSST,GWBYMIOUTREPNX,VEDKSMJLKDKG,1,567.92
FMNMQW,LIKMNILJZHXCAQ,GWVNSCFQXXCZ,2,404.6
IIIYOD,LZDRTTXHQLPRGV,,1,425
DBGKBZ,,,1,237.7
SAWVYF,ROCIYTFQLJAXXB,,3,554.45
IWEISB,,,3,175.13
PNELUV,DMWKWYFVQUURGH,GPKUYFOMZRGN,3,601.06
LAHCMR,,,1,199.11
HECRUM,,,3,144.71
MJOBJG,BVMXDEGXJVBVRO,CDSUPEZZKASG,3,258.57
WIAWOP,,,1,73.01
CEGEBO,,,1,93.34
CLRWAC,WMMMMUPDVQTSLZ,KPOABBDVLVHT,1,473.23
WMYWSD,QUZAZRQSAQMRDC,,2,386.82
VOKXWW,,,3,77.35
RKVRUO,DSTOKLCSYLSNZI,VUBCUOPDIRIU,3,122.8
JTWRRY,,,3,428.21
KSCKDT,EZNMMISHERPEER,YUATELPJSCHI,2,197.18
MTFSPR,,,2,472.34
JFZLJX,DASATLZPBVTVBW,,3,445.49
DADXHL,,,2,539.55
OVCBGX,GDJUGVWKJFEOKI,HVHRDVSRVXGU,2,408.37
MFYTAG,,,1,177.33
BXINHL,ZTCFPYMLMHVKHQ,UYZLNMFOOCTS,2,68.15
ZGINQF,,,3,444.57
IDZNJC,,,1,423.91
PASZOZ,,,2,607.15
ABENNT,,,3,90.21
RGOKSD,,,1,461.22
CDJBPC,,,3,114.17
RWKNMU,NLYOFDESRNZBFB,,3,51.5
ANZQXO,,,2,326.11
LNUSFK,,,3,235.07
WTGXOY,,,2,263.93
XTJLRE,MGWKMVNHKPDSEL,FAUXRMSLSUIL,1,266.31
JRXIWL,,,2,591.73
VHLYTS,,,2,136.86
SWPAHE,LCJGUZEMHDDHTU,TKTFIWWDWJAJ,3,190.51
KGNYIP,WMMMMUPDVQTSLZ,ZEZXTKUVFWSK,3,73.8
GCWNEB,,,1,500.09
ZZTYGY,,,3,241.95
CQQGVL,,,3,378.28
PSCQJI,VOPYKPESOPKNUJ,,2,409.18
WNDSLO,,,2,437.4
RPOKTS,JKEFEYWANJKAMX,BFWJPMLYEPCZ,1,503.12
KLAFNI,,,3,247.86
HNXBSP,,,1,243.02
DOANFS,,,3,160.04
OXUPOL,TKOPWUJXSGGXEA,,1,142.48
RIDXXI,PZDBMRCXHNSNKG,,2,535.38
OXLPWD,KCNVWSOWAEVMOK,NYNKEFZAEAKN,3,440.61
HVMBCV,,,3,26.6
CHISWC,INOTGNRVSFFNLR,KTWRZYSWAMJT,3,21.03
XIIGUK,DASATLZPBVTVBW,SAAQNRNHODBS,2,159.97
EKXDOE,BHTUBXQNJDJKOF,ADGOSLNGMUMO,1,24.54
PTUOUB,,,3,49.2
OGPKEI,KMBVHPKLFUZADK,BOLCSUSMJIUL,3,538.67
ATQITU,,,3,113.51
UTDYTZ,,,2,225.63
DNMFNF,,,2,204.26
GBPFKD,,,1,140.63
GWIQOJ,HCJFNJNHGHDTIU,EOHWFPWHVKHL,2,65.55
GWDIYK,,,1,352.94
GFBRSB,BHTUBXQNJDJKOF,BXNUNTDWOTVJ,2,50.6
QCAPEA,JSIUFMUEMDEUNW,,2,508.82
WITMWH,DZONTXCAWKDWHS,,2,363.02
CTZVDA,,,3,581.41
WHAOAU,LNSNGBNHLRXVTD,VXDXFQJPAIHC,3,33.91
YCROLH,,,1,62.18
NALIJR,,,3,437.34
UWVANF,,,3,340.83
VYPGGP,,,1,376.36
FDXPYW,UAVPNGVNZRYJXK,,2,245.06
QIULWO,,,3,474
ABWZHP,LNSNGBNHLRXVTD,ULQZXPHEECZE,1,192.32
JQXCOZ,DDMHKAQTOMEZEL,JJENAAGVVXXF,3,134.63
ITVPFZ,BNQCPIQBCWUIJE,,2,352.6
OZYAFV,LGMWDGCFACOBTT,FXGEEGWKRMGP,1,255.06
ROAALG,IJVZYXOAWRYPPQ,ZNGOYDLPVDNX,3,471.91
PWCYRR,VCRUGATORCZQYM,,2,618.8
PATGRA,QRIUBAXHXNUZIM,DZHLQGIVQSRA,3,387.35
DAXKRE,ZPJOVBWYQWTBQF,,3,304.12
ZKELFL,,,2,537.94
XQZUFJ,GDPFCIAQHLQZSI,GNXMCLHACCCW,3,108.24
FNROUS,,,2,487.89
BWKPBK,,,3,39.16
OJLAEU,,,2,170.5
TOUMHV,KJFIGQKRAYXGMD,FHGVWZXACFMI,3,210.04
KFPZFC,,,2,291.98
